question_id,source_id,exam,state,year,stage,paper,question_number,question_text,marks,marks_basis,paper_scope,subject,topic,subtopic,difficulty,difficulty_basis,static_current,static_current_basis,national_state_scope,national_state_basis,repeated_concept,repeated_concept_count,repeated_concept_group,matched_keyword,classification_method,classification_confidence,source_title,source_url,local_file,extraction_status,extraction_method,quality_flags
q_144b7c30175bff29,src_478698e6175b382d,BPSC,Bihar,2024,Mains,Anthropology,88,"According to American Anthropologist Ralf Linton’s opinion, diffusion takes place through the process of the following (A) Presentation of new cultural elements or traits and acceptance of these cultural traits by society (B) Integration of accepted cultural traits into the accepting culture (C) (A) and (B) both are correct (D) None of the above",,unavailable,optional_or_specialized,Geography,World Geography,"Continents, resources, climate regions",medium,default_estimate,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,true,9,geography::world geography::america,america,transparent_keyword_rules,0.532,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Anthropology,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Anthropology.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_478698e6175b382d_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-anthropology.pdf,extracted,pypdf_text_regex,
q_bfd42365e7ea60d9,src_478698e6175b382d,BPSC,Bihar,2024,Mains,Anthropology,89,"Among the early thinkers of seventeenth and eighteenth centuries AD he had proposed an evolutionary scheme consisting of three stages : hunting or savagery, herding or barbarism and civilization. His name is (A) Adam Ferguson (B) John Miller (C) Charles Baron de Montesquieu (D) L . H. Morgan",,unavailable,optional_or_specialized,Economy,Development and Planning,"Poverty, employment, human development, welfare",medium,default_estimate,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,true,9,economy::development and planning::scheme,scheme,transparent_keyword_rules,0.532,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Anthropology,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Anthropology.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_478698e6175b382d_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-anthropology.pdf,extracted,pypdf_text_regex,
q_7f881cc9bbdc3d7b,src_478698e6175b382d,BPSC,Bihar,2024,Mains,Anthropology,90,"Who opined that there are several dilemmas that we need to reconcile in the context of development like endogenous versus exogenous development, self-reliance versus interdependence, growth versus distribution, industry versus agriculture, centralised versus decentralised planning, etc. ? (A) L . P. Vidyarthi (B) S. C. Roy (C) S. C. Dube (D) D. N. Majumdar 02/GO/CC/M-2025 – 06/I -29- [ P.T.O. 85. {H$gZo ""nm±M g§ñH¥${V`m| _| _yë`m| H$m hmd©S>© {H$g{H$g VwbZmË_H$ AÜ``Z' {S>OmBZ {H$`m Am¡a Bg ~‹S>o n¡_mZo na AZwg§YmZ n{a`moOZm H$m g§MmbZ {H$`m, {OgH$m CÔoí` Ho$ ~rM- Zdmhmo, OyZr, ñno{Ze-A_o{aH$m, _m°_©Z Am¡a Q>oŠgZ Ho$ _yë`m| H$s VwbZm H$aZm Wm ? (A) B©. E_. Aë~Q>© (B) boñbr ìhmBQ> (C) ŠbmBS> ŠbwImohZ (D) E. Eb. H«$moE~a",,unavailable,optional_or_specialized,Economy,Development and Planning,"Poverty, employment, human development, welfare",easy,who,current_affairs,recent_year_mention,general,no_state_or_national_keyword,true,9,economy::development and planning::planning,planning,transparent_keyword_rules,0.64,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Anthropology,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Anthropology.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_478698e6175b382d_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-anthropology.pdf,extracted,pypdf_text_regex,
q_a77a9a445a41a552,src_478698e6175b382d,BPSC,Bihar,2024,Mains,Anthropology,86,"Eo{Vhm{gH$ ê$n go Eo{Vhm{gEo{Vhm{g _| `h kmV hþAm {H$, CÝhm|Zo AH$mX{_H$ joÌ go ~mha H${a`a _| é{M _| `h kmV hþAm {H$, _| `h kmV hþAm {H$, aIZo dmbo {M{H$ËgH$m| Ho$ {bE EH$ ZE joÌ Ho$ ê$n _| {dH$mg _mZd{dkmZ H$m àñVmd aIm (A) ~m°~ ~J© (B) p½bZ H$moH«o$Z (C) Wm`a ñH$S>a (D) CnamoŠV _| go H$moB© Zht 87. {H$g Am{Xdmgr Am§XmobZ _| {~«{Q>e emgZ H$m {damoY H$aZo Ho$ {bE ZoV¥Ëd Ûmam EH$ Zmam {X`m J`m Wm """"A~wAm amO EVo OmZm, _hmamZr amO Qw>§Sw> OmZm'' (""""amZr H$m amÁ` g_mßV {H$`m OmE Am¡a h_mam amÁ` ñWm{nV {H$`m OmE'') ? (A) V_a Am§XmobZ (B) Ioadma Am§XmobZ (C) {~agm _w§S>m Am§XmobZ (D) CnamoŠV _| go H$moB© Zht",,unavailable,optional_or_specialized,Science and Technology,Technology,"Space, IT, biotechnology, defence technology",hard,long_mains_prompt,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,true,282,science and technology::technology::ai,ai,transparent_keyword_rules,0.562,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Anthropology,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Anthropology.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_478698e6175b382d_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-anthropology.pdf,extracted,pypdf_text_regex,
q_e0d99b3e40b3ca06,src_478698e6175b382d,BPSC,Bihar,2024,Mains,Anthropology,88,A_o{aH$s _mZd{dkmZr amëµ\$ {b§Q>Z Ho _V Ho$ A_A_ AZwgma àgma {ZåZ{b{IV à{H«$`m go hmoVm h¡; (A) ZE gm§ñH¥${VH$ VËdm| `m bjUm| H$s àñVw{V Am¡a g_mO X²dmam BZ gm§ñH¥${VH$ bjUm| H$s ñdrH¥${V (B) ñdrH¥$V gm§ñH¥${VH$ bjUm| H$m ñdrH¥$V g§ñH¥${V _| EH$sH$aU (C) (A) Am¡a (B) XmoZm| ghr h¢ (D) CnamoŠV _| go H$moB© Zht,,unavailable,optional_or_specialized,Unclassified,Unclassified,,hard,long_mains_prompt,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,false,0,,,transparent_keyword_rules,0.293,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Anthropology,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Anthropology.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_478698e6175b382d_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-anthropology.pdf,extracted,pypdf_text_regex,
q_da87202dad4875c0,src_478698e6175b382d,BPSC,Bihar,2024,Mains,Anthropology,89,"gÌhdt Am¡a AR>mahdt eVmãXr B©ñdr Ho$ àma§{^H$ {dMmaH$m| Ho$ ~rM CÝhm|Zo EH$ {dH$mgdmXr `moOZm àñVm{dV H$r Wr {Og_| VrZ MaU em{_b Wo : {eH$ma `m O§JbrnZ, newMmaU `m ~~©aVm Am¡a gä`Vm & CgH$m Zm_ h¡ (A) ES>_ \$½`©ygZ (B) Om°Z {_ba (C) Mmëg© ~¡aZ S>r _m|Q>oñŠ`y (D) Eb. EM. _m°J©Z 90. {H$gZo am` Xr {H$ {dH$mg Ho$ g§X^© _| h_| H$B© Xþ{dYmAm| H$m g_mYmZ H$aZo H$s Amdí`H$Vm h¡ O¡go AV§Om©V ~Zm_ ~{hOm©V {dH$mg, AmË_ {Z^©aVm ~Zm_ A§Va-{Z^©aVm, {dH$mg ~Zm_ {dVaU, CÚmoJ ~Zm_ H¥${f, H|$ÐrH¥$V ~Zm_ {dHo$ÝÐrH¥$V `moOZm, Am{X ? (A) Eb. nr. {dÚmWu (B) Eg. gr. am°` (C) Eg. gr. Xþ~o (D) S>r. EZ. _Oy_Xma 02/GO/CC/M-2025 – 06/I -30-",,unavailable,optional_or_specialized,Current Affairs,National Current Affairs,"Recent schemes, reports, awards, appointments, events",hard,long_mains_prompt,current_affairs,recent_year_mention,general,no_state_or_national_keyword,true,277,current affairs::national current affairs::2025,2025,transparent_keyword_rules,0.573,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Anthropology,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Anthropology.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_478698e6175b382d_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-anthropology.pdf,extracted,pypdf_text_regex,
q_a97cd7d1e9400c00,src_478698e6175b382d,BPSC,Bihar,2024,Mains,Anthropology,91,"Write true or false. i. Structuralism emphasizes that elements of a system can only be understood in relation to the whole structure. oppositions (e.g., hot/cold, male/ female) as fundamental organizers of structure. iii. Structuralism maintains that the Options are as follows : (A) iii is correct but i and ii are false (B) All are correct (C) ii is correct but i and iii are false (D) i is correct but ii and iii are false",,unavailable,optional_or_specialized,Science and Technology,Technology,"Space, IT, biotechnology, defence technology",easy,who,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,true,282,science and technology::technology::ai,ai,transparent_keyword_rules,0.562,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Anthropology,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Anthropology.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_478698e6175b382d_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-anthropology.pdf,extracted,pypdf_text_regex,
q_ff549b13a9ac14bf,src_478698e6175b382d,BPSC,Bihar,2024,Mains,Anthropology,92,"Who opined that ‘natural laws of society could be discovered with the use of comparative method based on the observation, description and comparison of societies as they actually existed’ ? (A) G. P. Murdock (B) E. Durkheim (C) A. R. Radcliffe Brown (D) Evans-Pritchard",,unavailable,optional_or_specialized,Science and Technology,General Science,"Physics, chemistry, biology basics",easy,who,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,true,15,science and technology::general science::base,base,transparent_keyword_rules,0.562,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Anthropology,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Anthropology.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_478698e6175b382d_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-anthropology.pdf,extracted,pypdf_text_regex,
q_1b747b322c449879,src_478698e6175b382d,BPSC,Bihar,2024,Mains,Anthropology,93,"Match the following tribal revolts in India. Options are as below : (A) i – n, ii – m, iii – p and iv – o (B) i – p, ii – o, iii – n and iv – m (C) i – o, ii – p, iii – n and iv – m (D) i – m, ii – o, iii – p and iv – n",,unavailable,optional_or_specialized,History,Modern History,"British rule, freedom struggle, socio-religious reform",easy,match,static,default_static_absence_of_current_signal,national,india,true,4,history::modern history::revolt,revolt,transparent_keyword_rules,0.623,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Anthropology,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Anthropology.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_478698e6175b382d_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-anthropology.pdf,extracted,pypdf_text_regex,
q_ca42f7c16f596570,src_478698e6175b382d,BPSC,Bihar,2024,Mains,Anthropology,94,"According to American Anthropologist- Ralf Linton following is a culture construct (A) Culture is the sum total of behaviour of the members of the society, which are learned and shared in particular situations (B) Culture pattern is formed by philosophical traditions. In this, some traits of culture are regarded as ideals (C) Both of the above (D) None of the above",,unavailable,optional_or_specialized,Polity and Governance,Public Administration,"Governance, transparency, accountability, commissions",easy,which,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,true,86,polity and governance::public administration::rti,rti,transparent_keyword_rules,0.562,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Anthropology,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Anthropology.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_478698e6175b382d_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-anthropology.pdf,extracted,pypdf_text_regex,
q_db38c249db32504e,src_478698e6175b382d,BPSC,Bihar,2024,Mains,Anthropology,95,"The following anthropologist had proposed seven differing stages of human culture : lower, middle and upper savagery; lower, middle and upper barbarism; and civilization (A) L . H. Morgan (B) John Miller (C) E. B. Tylor (D) Franz Boas 02/GO/CC/M-2025 – 06/I -31- [ P.T.O.",,unavailable,optional_or_specialized,Current Affairs,National Current Affairs,"Recent schemes, reports, awards, appointments, events",medium,default_estimate,current_affairs,recent_year_mention,general,no_state_or_national_keyword,true,277,current affairs::national current affairs::2025,2025,transparent_keyword_rules,0.542,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Anthropology,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Anthropology.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_478698e6175b382d_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-anthropology.pdf,extracted,pypdf_text_regex,
q_9f8eaae86d5589cc,src_478698e6175b382d,BPSC,Bihar,2024,Mains,Anthropology,91,"ghr `m JbV {bImo &gg i. g§aMZmdmX Bg ~mV na Omoa XoVm h¡ {H$ {H$gr àUmbr Ho$ VËdm| H$mo Ho$db g§nyU© g§aMZm Ho$ g§~§Y _| hr g_Pm Om gH$Vm h¡ & ii. g§aMZmdmX g§aMZm Ho$ _m¡{bH$ Am`moOH$m| Ho$ ê$n _| {ÛAmYmar {damoYm| (O¡go, J_©/R>§S>m, nwéf/_{hbm) H$s nhMmZ H$aVm h¡ & iii. g§aMZmdmX H$m _mZZm h¡ {H$ g§Ho$VH$ Am¡a g§Ho$V Ho$ ~rM H$m g§~§Y _Z_mZm h¡ & {dH$ën Bg àH$ma h¢ : (A) iii ghr h¡ bo{H$Z i Am¡a ii JbV h¢ (B) g^r ghr h¢ (C) ii ghr h¡ bo{H$Z i Am¡a iii JbV h¢ (D) i ghr h¡ bo{H$Z ii Am¡a iii JbV h¢ 92. {H$gH$m _V Wm {H$ ""g_mO Ho$ àmH¥${VH$ {Z`_m| H$s ImoO VwbZmË_H$ nÕ{V Ho$ Cn`moJ go H$s Om gH$Vr h¡ Omo {H$ g_mOm| Ho$ AdbmoH$Z, {ddaU Am¡a VwbZm Ho$ AmYma na {H$`m Om gH$Vm h¡ Š`m|{H$ do dmñVd _| ApñVËd _| Wo' ? (A) Or. nr. _S>m}H$ (B) B©. XþIu_ (C) E. Ama. a¡S>pŠb\$ ~«mCZ (D) Bdm§g-{àMS>© 93. ^maV _| {ZåZ{b{IV Am{Xdmgr {dÐmohm| H$m ^maV {_bmZ H$a| & i. H$moëg ii. _w§S>m Am¡aAm¡a iii.Imgr Am¡a Jmamo iv.g§Wmb {dH$ën Bg àH$ma h¢ : (A) i – n, ii – m, iii – p Am¡a iv – oAm¡a (B) i – p, ii – o, iii – n Am¡a iv – mAm¡a (C) i – o, ii – p, iii – n Am¡a iv – mAm¡a (D) i – m, ii – o, iii – p Am¡a iv – nAm¡a",,unavailable,optional_or_specialized,Unclassified,Unclassified,,hard,long_mains_prompt,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,false,0,,,transparent_keyword_rules,0.293,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Anthropology,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Anthropology.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_478698e6175b382d_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-anthropology.pdf,extracted,pypdf_text_regex,
q_3c7b729ce07ccde3,src_478698e6175b382d,BPSC,Bihar,2024,Mains,Anthropology,94,"A_o{aH$s _mZd{dkmZr amëµ\$ {b§Q>Z Ho$ AZwgma A_o{A_o{{ZåZ{b{IV EH$ g§ñH¥${V {Z_m©U h¡ (A) g§ñH¥${V g_mO Ho$ gXñ`m| Ho$ ì`dhma H$m Hw$b `moJ h¡, {Ogo {deof n{apñW{V`m| _| grIm Am¡a gmPm {H$`m OmVm h¡ (B) g§ñH¥${V n¡Q>Z© Xme©{ZH$ na§namAm| go ~ZVm h¡§ & Bg_| g§ñH¥${V Ho$ Hw$N> bjUm| H$mo AmXe© _mZm J`m h¡ (C) CnamoŠV XmoZm| (D) CnamoŠV _| go H$moB© Zht 95. {ZåZ{b{IV _mZd{dkmZr Zo _mZd g§ñH¥${V Ho$ gmV AbJ-AbJ MaUm| H$m àñVmd {X`m Wm : {ZMbm, _Ü` Am¡a D$nar ~~©aVm; {ZMbm, _Ü` Am¡a D$nar ~~©aVm; Am¡a gä`Vm (A) Eb. EM. _m°J©Z (B) Om°Z {_ba (C) B©. ~r. Q>m`ba (D) \«$m§O ~moAmg 02/GO/CC/M-2025 – 06/I -32-",,unavailable,optional_or_specialized,Current Affairs,National Current Affairs,"Recent schemes, reports, awards, appointments, events",hard,long_mains_prompt,current_affairs,recent_year_mention,general,no_state_or_national_keyword,true,277,current affairs::national current affairs::2025,2025,transparent_keyword_rules,0.573,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Anthropology,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Anthropology.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_478698e6175b382d_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-anthropology.pdf,extracted,pypdf_text_regex,
q_45c55d4f211ef58f,src_478698e6175b382d,BPSC,Bihar,2024,Mains,Anthropology,96,"Which social anthropologists had stated that ‘the functionalist anthropologists regard history in this sense, usually a mixture of fact and fancy, as highly relevant to a study of the culture of which it forms part’ ? (A) B. Malinowski (B) Max Gluckman (C) A. R. Radcliffe-Brown (D) E. E. Evans-Pritchard",,unavailable,optional_or_specialized,History,Ancient History,"Prehistory, Indus, Vedic, Buddhism, Jainism, Maurya, Gupta",easy,which,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,true,11,history::ancient history::ancient history,Ancient History,transparent_keyword_rules,0.562,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Anthropology,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Anthropology.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_478698e6175b382d_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-anthropology.pdf,extracted,pypdf_text_regex,
q_b465dfd1bfff80af,src_478698e6175b382d,BPSC,Bihar,2024,Mains,Anthropology,97,The following scholar had made development and application of “content analysis method” in view of studying culture at a distance (A) James Frazer (B) Abram Kardiner (C) Ruth Benedict (D) L . H. Morgan,,unavailable,optional_or_specialized,Economy,Development and Planning,"Poverty, employment, human development, welfare",medium,default_estimate,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,true,31,economy::development and planning::development,development,transparent_keyword_rules,0.532,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Anthropology,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Anthropology.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_478698e6175b382d_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-anthropology.pdf,extracted,pypdf_text_regex,
q_84922a4ab4198656,src_478698e6175b382d,BPSC,Bihar,2024,Mains,Anthropology,98,British School of diffusion insisted that cultures originated in Egypt and thereafter it has disseminated to different parts of the world. The proponent of this school was (A) Fredrick Ratzel (B) Graffon Elliot Smith (C) Fritz Graebner (D) None of the above,,unavailable,optional_or_specialized,History,Modern History,"British rule, freedom struggle, socio-religious reform",medium,default_estimate,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,true,17,history::modern history::british,british,transparent_keyword_rules,0.532,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Anthropology,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Anthropology.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_478698e6175b382d_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-anthropology.pdf,extracted,pypdf_text_regex,
q_88306dd65b6b3632,src_478698e6175b382d,BPSC,Bihar,2024,Mains,Anthropology,99,"The Values that are believed to transcend cultural boundaries and should apply universally to all people, regardless of cultural background are known as (A) Universal values (B) Cultural Relativism (C) Norms (D) All of the above",,unavailable,optional_or_specialized,Ethics and Essay,Ethics,"Values, integrity, attitude, aptitude, case studies",medium,default_estimate,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,true,2,ethics and essay::ethics::values,values,transparent_keyword_rules,0.532,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Anthropology,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Anthropology.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_478698e6175b382d_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-anthropology.pdf,extracted,pypdf_text_regex,
q_da049c15e728d115,src_478698e6175b382d,BPSC,Bihar,2024,Mains,Anthropology,100,According to multilinear theory of culture theory) towards cultural development and individual cultures develop differently and cultural evolution occurs differently. Proponents of this idea are (A) Marshal D. Sahlins (B) L eslie White and Julian H. Steward (C) Elman R. Service (D) All of the above,,unavailable,optional_or_specialized,Economy,Development and Planning,"Poverty, employment, human development, welfare",medium,default_estimate,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,true,31,economy::development and planning::development,development,transparent_keyword_rules,0.532,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Anthropology,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Anthropology.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_478698e6175b382d_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-anthropology.pdf,extracted,pypdf_text_regex,
q_c54c66397e88660b,src_478698e6175b382d,BPSC,Bihar,2024,Mains,Anthropology,101,"Who opined that “Lévi-Strauss’ venture had been overly ambitious, meaning that available data treated with too little care.” ? (A) L adislov Holy (B) Arthur Maurice Hocart (C) Edmund Leach (D) None of the above 02/GO/CC/M-2025 – 06/I -33- [ P.T.O. 96. {H$g gm_m{OH$ _mZd{dkmZr Zo H$hm Wm {H$ {{ ""H$m`m©Ë_H$ _mZd{dkmZr Bg AW© _| B{Vhmg H$mo, Am_Vm¡a na VÏ` Am¡a H$ënZm H$m {_lU, Cg g§ñH¥${V Ho$ AÜ``Z Ho$ {bE AË`{YH$ àmg§{JH$ _mZVo h¢ {OgH$m `h {hñgm ~ZVm h¡' ? (A) ~r. _m{bZmoìñH$s (B) _¡Šg ½bH$_¡Z (C) E. Ama. a¡S>pŠb\$-~«mCZ (D) B©. B©. Bdm§g-{àMS>© 97. {ZåZ{b{IV {dÛmZ Zo XÿañW g§ñH¥${V Ho$ AÜ``Z H$s ÑpîQ> go """"gm_J«r {díbofU nÕ{V'' Ho$ {dH$mg Ed§ AZwà`moJ _| _hËdnyU© `moJXmZ {X`m Wm (A) Ooåg \«o$µOa (B) A~«m_ H$m{S>©Za (C) éW ~oZo{S>ŠQ> (D) Eb. EM. _m°J©Z 98. {~«{Q>e ñHy$b Am°\$ {S>â`yOZ Zo Omoa XoH$a H$hm {H$ g§ñH¥${V`m| H$s CËn{Îm {_ò _| hþB© Am¡a CgHo$ ~mX `h Xw{Z`m Ho$ {d{^ÝZ {hñgm| _| \¡$b JB© & Bg ñHy$b Ho$ àñVmdH$ Wo (A) \«o${S´>H$ a¡Q²>µOob (B) J«¡µ\$m°Z B{b`Q> pñ_W (C) {\«$Q²>µO J«o~Zoa (D) CnamoŠV _| go H$moB© Zht",,unavailable,optional_or_specialized,Science and Technology,Technology,"Space, IT, biotechnology, defence technology",easy,who,current_affairs,recent_year_mention,general,no_state_or_national_keyword,true,282,science and technology::technology::ai,ai,transparent_keyword_rules,0.573,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Anthropology,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Anthropology.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_478698e6175b382d_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-anthropology.pdf,extracted,pypdf_text_regex,
q_0379216b33bf40bf,src_478698e6175b382d,BPSC,Bihar,2024,Mains,Anthropology,99,"do _yëdo _do _` Omo gm§ñH¥${VH$ gr_mAm| go nao _mZo OmVo yëyë h¢ Am¡a gm§ñH¥${VH$ n¥îR>^y{_ H$s nadmh {H$E {~Zm g^r bmoJm| na gmd©^m¡{_H$ ê$n go bmJy hmoZo Mm{hE, H$hbmVo h¢ (A) gmd©^m¡{_H$ _yë` (B) gm§ñH¥${VH$ gmnojdmX (C) _mZX§S> (D) CnamoŠV g^r",,unavailable,optional_or_specialized,Unclassified,Unclassified,,medium,long_question,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,false,0,,,transparent_keyword_rules,0.285,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Anthropology,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Anthropology.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_478698e6175b382d_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-anthropology.pdf,extracted,pypdf_text_regex,
