question_id,source_id,exam,state,year,stage,paper,question_number,question_text,option_a,option_b,option_c,option_d,source_title,source_url,local_file,extraction_status,extraction_method,quality_flags,notes
q_9bf00087bb98d563,src_08a3d427789ea8e1,JPSC,Jharkhand,2017,Preliminary,General studies Paper-1,3,"The term Sravakayana is used to 3. 'स्रवकायन' शब्द, किस बौद्ध धर्म के रूप का represent which Buddhism? प्रतिनिधित्व करता है? [A] Nikaya Buddhism og [A] निकाय बौद्ध an 5",,,,,"CIVIL SERVICES PT EXAMINATION (BACKLOG)-2017, ADVT. NO. 27/2017 - General studies Paper-1",https://www.jpsc.gov.in/sam_question_paper.php?exam_name=34&subject=General studies Paper-1.pdf&submit=Click+Here+To+Download,/Users/vishal/Documents/New project/data/raw/pdfs/jpsc_src_08a3d427789ea8e1_civil-services-pt-examination-backlog-2017-advt-no-27-2017-general-studies-paper-1.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_f17e7a95ce2fda27,src_08a3d427789ea8e1,JPSC,Jharkhand,2017,Preliminary,General studies Paper-1,4,"The theory of ‘Great Elect’ ॥, [A] the theory of social contract [A] सामाजिक अनुबंध का सिद्धान्त "" ; [8] id ee of survival of the [8] योग्यतम की उत्तरजीबिता का fears [C] the theory of natural justice [C] प्राकृतिक न्याय का सिद्धान्त",,,,,"CIVIL SERVICES PT EXAMINATION (BACKLOG)-2017, ADVT. NO. 27/2017 - General studies Paper-1",https://www.jpsc.gov.in/sam_question_paper.php?exam_name=34&subject=General studies Paper-1.pdf&submit=Click+Here+To+Download,/Users/vishal/Documents/New project/data/raw/pdfs/jpsc_src_08a3d427789ea8e1_civil-services-pt-examination-backlog-2017-advt-no-27-2017-general-studies-paper-1.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_e7dcd76b44555a91,src_08a3d427789ea8e1,JPSC,Jharkhand,2017,Preliminary,General studies Paper-1,5,"The Mahabharata and Ramayana 5. महाभारत एवं रामायण की daca की घोषणा कब were canonised during which हुई ? ee saat period [8] गुप्त काल में [0] The Rajput period eg he Rajatarangini was done during ' हुआ ? [A] Akbar, the Great’s time [A] अकबर महान के काल में [8] Aurangzeb’s time [8] औरंगजेब के समय [0] Badshah of Kashmir’s time [0] कश्मीर के बादशाह के समय . | 1-8. ' 2 OO 2८८८८ भर + >> ++++_+>++»+....... dedicated to [Al कुतुबुद्दीन ऐबक [B] Sufi Saint Bakhtiyar Kaki ean [0] Nizamuddin Auliya ५७७७ ५ 8. ‘Karnata Rajya’ was another name 8. राज्य किस साम्राज्य का दूस of which Empire? [A] पलल्‍लब साम्राज्य é [A] The Pallavan kingdom [8] सातवाहन साम्राज्य [8] Satvahana empire [0] चेर साम्राज्य 1९1 Chere idngdom [0] विजयनगर साम्राज्य छा Vii . 9. ‘Dam’ coins introduced by Sher Shah were [A] चाँदी मुद्रा [5] silver coins mow [8] कास्य मुद्रा [8] bronze coins Sa [C] ताम्बा मुद्रा ।",,,,,"CIVIL SERVICES PT EXAMINATION (BACKLOG)-2017, ADVT. NO. 27/2017 - General studies Paper-1",https://www.jpsc.gov.in/sam_question_paper.php?exam_name=34&subject=General studies Paper-1.pdf&submit=Click+Here+To+Download,/Users/vishal/Documents/New project/data/raw/pdfs/jpsc_src_08a3d427789ea8e1_civil-services-pt-examination-backlog-2017-advt-no-27-2017-general-studies-paper-1.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_b8423d8a3561cddd,src_08a3d427789ea8e1,JPSC,Jharkhand,2017,Preliminary,General studies Paper-1,10,"During its highest expansion, the की सुदूर दक्षिणी सीमा कहाँ थी? southernmost tip of the Mughal [A] गोलकुण्डा Empire was B) fiat [0] Bijapur [0] तंजौर",Golkonda a ste,Jinji [C] re पु,,,"CIVIL SERVICES PT EXAMINATION (BACKLOG)-2017, ADVT. NO. 27/2017 - General studies Paper-1",https://www.jpsc.gov.in/sam_question_paper.php?exam_name=34&subject=General studies Paper-1.pdf&submit=Click+Here+To+Download,/Users/vishal/Documents/New project/data/raw/pdfs/jpsc_src_08a3d427789ea8e1_civil-services-pt-examination-backlog-2017-advt-no-27-2017-general-studies-paper-1.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_684dd006bcf3228b,src_08a3d427789ea8e1,JPSC,Jharkhand,2017,Preliminary,General studies Paper-1,11,"Which was the first estate to कौन था? ह accept subsidiary alliance? [A] सतारा [0] Nizam of Hyderabad [0] मैसूर .._[0] Mysore e Supreme Court a or William, Calcutta was founded by किस Cae द्वारा बना? [A] Regulating Act, 1783 [A] रेगुलेटिंग tae, 1783 [8] Regulating Act, 1773 [8] रेगुलेटिंग tae, 1773 [0] Charter Act of 1833 [0] चार्टर ऐक्ट ऑफ 1833 A 2 [P.T.O.",Satara [B] अबध,,Charter Act of 1813 [0] चार्टर ऐक्ट ऑफ 1813,,"CIVIL SERVICES PT EXAMINATION (BACKLOG)-2017, ADVT. NO. 27/2017 - General studies Paper-1",https://www.jpsc.gov.in/sam_question_paper.php?exam_name=34&subject=General studies Paper-1.pdf&submit=Click+Here+To+Download,/Users/vishal/Documents/New project/data/raw/pdfs/jpsc_src_08a3d427789ea8e1_civil-services-pt-examination-backlog-2017-advt-no-27-2017-general-studies-paper-1.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_e9e26645412479a4,src_08a3d427789ea8e1,JPSC,Jharkhand,2017,Preliminary,General studies Paper-1,13,The original name of Ghadar Party 13. Tex पार्टी का शुरुआती नाम था [8] Hindustan Republican Army [0] पैसिफिक aE हिन्दुस्तान एसोसिएशन ; Association [0] [8] एव [८],Revolutionary Party of India [8] हिन्दुस्तान रिपब्लिकन आर्मी,,Pacific Coast Hindustan 12 दोनों,,"CIVIL SERVICES PT EXAMINATION (BACKLOG)-2017, ADVT. NO. 27/2017 - General studies Paper-1",https://www.jpsc.gov.in/sam_question_paper.php?exam_name=34&subject=General studies Paper-1.pdf&submit=Click+Here+To+Download,/Users/vishal/Documents/New project/data/raw/pdfs/jpsc_src_08a3d427789ea8e1_civil-services-pt-examination-backlog-2017-advt-no-27-2017-general-studies-paper-1.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_0ad92e7ef053190f,src_08a3d427789ea8e1,JPSC,Jharkhand,2017,Preliminary,General studies Paper-1,14,Simon Commission was a group of [A] 5 how many members? [8] 6 |,5 [0] 8,6 [D] 7,8 ५,,"CIVIL SERVICES PT EXAMINATION (BACKLOG)-2017, ADVT. NO. 27/2017 - General studies Paper-1",https://www.jpsc.gov.in/sam_question_paper.php?exam_name=34&subject=General studies Paper-1.pdf&submit=Click+Here+To+Download,/Users/vishal/Documents/New project/data/raw/pdfs/jpsc_src_08a3d427789ea8e1_civil-services-pt-examination-backlog-2017-advt-no-27-2017-general-studies-paper-1.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_6fd707a5b1bee99b,src_08a3d427789ea8e1,JPSC,Jharkhand,2017,Preliminary,General studies Paper-1,15,"The State of Orissa became a [A] 1833 का चार्टर Uae separate State from Be 19 which Act? Te mig) भारत सरकार अधिनियम, 1935 [0] None of the above विशेषता है? t",Charter Act of 1833 BRAC] भारतीय स्वतंत्रता tae,"Government of India Act, 1935 [D] उपर्युक्त में से कोई नहीं",,,"CIVIL SERVICES PT EXAMINATION (BACKLOG)-2017, ADVT. NO. 27/2017 - General studies Paper-1",https://www.jpsc.gov.in/sam_question_paper.php?exam_name=34&subject=General studies Paper-1.pdf&submit=Click+Here+To+Download,/Users/vishal/Documents/New project/data/raw/pdfs/jpsc_src_08a3d427789ea8e1_civil-services-pt-examination-backlog-2017-advt-no-27-2017-general-studies-paper-1.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_f23408aac5e0d333,src_08a3d427789ea8e1,JPSC,Jharkhand,2017,Preliminary,General studies Paper-1,16,"Viticulture is a speciality of which [A] उष्णकटिबंधीय प्रदेश region? . ; [8] 31m प्रदेश 3 [0] Tundra region 17. पृथ्वी की आयु है, लगभग",Tropical region ',,Mediterranean region [0] oI प्रदेश,,"CIVIL SERVICES PT EXAMINATION (BACKLOG)-2017, ADVT. NO. 27/2017 - General studies Paper-1",https://www.jpsc.gov.in/sam_question_paper.php?exam_name=34&subject=General studies Paper-1.pdf&submit=Click+Here+To+Download,/Users/vishal/Documents/New project/data/raw/pdfs/jpsc_src_08a3d427789ea8e1_civil-services-pt-examination-backlog-2017-advt-no-27-2017-general-studies-paper-1.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_41f7de59231f61fb,src_08a3d427789ea8e1,JPSC,Jharkhand,2017,Preliminary,General studies Paper-1,17,The age of the Earth is about [A] 4-5 अरब ag [8] 4-3 billion years [0] +8 अरब ag [0] 4-8 billion years [0] 4-9 अरब वर्ष [0] 4-9 billion years,4:5 billion years [B] +3 अरब वर्ष,,,,"CIVIL SERVICES PT EXAMINATION (BACKLOG)-2017, ADVT. NO. 27/2017 - General studies Paper-1",https://www.jpsc.gov.in/sam_question_paper.php?exam_name=34&subject=General studies Paper-1.pdf&submit=Click+Here+To+Download,/Users/vishal/Documents/New project/data/raw/pdfs/jpsc_src_08a3d427789ea8e1_civil-services-pt-examination-backlog-2017-advt-no-27-2017-general-studies-paper-1.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_d432633ac7da71b1,src_08a3d427789ea8e1,JPSC,Jharkhand,2017,Preliminary,General studies Paper-1,18,Which among the following is not नहीं है? ै related with Biodiversity? i iin [8] Species variation [8] प्रजातीय विभिन्नता [0] Spatial variation [0] स्थानिक विभिन्नता 1-A 4 contains ozone layer? पायी जाती है? [A] Thermosphere [A] बाह्ममंडल [8] Mesosphere [8] मध्यमंडल [0] Stratosphere [०] समतापमंडल [0] Troposphere [0] क्षोभमंडल [A] River deposition का निर्माण करती है? [8] Glacier deposition [A] नदी निक्षेपण [0] Wind deposition [8] हिमनदीय निक्षेपण [0] Ground water deposition [0] वायु निक्षेपण,Genetic variation [A] आनुवंशिक विभिन्नता,,,,"CIVIL SERVICES PT EXAMINATION (BACKLOG)-2017, ADVT. NO. 27/2017 - General studies Paper-1",https://www.jpsc.gov.in/sam_question_paper.php?exam_name=34&subject=General studies Paper-1.pdf&submit=Click+Here+To+Download,/Users/vishal/Documents/New project/data/raw/pdfs/jpsc_src_08a3d427789ea8e1_civil-services-pt-examination-backlog-2017-advt-no-27-2017-general-studies-paper-1.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_77d2bd3a9d952788,src_08a3d427789ea8e1,JPSC,Jharkhand,2017,Preliminary,General studies Paper-1,21,Which among the following is not [0] भूमिजल निक्षेपण [8] Mass wasting [0] Sedimentation 191 et,Weathering aur नहीं है ?,,Transportation,,"CIVIL SERVICES PT EXAMINATION (BACKLOG)-2017, ADVT. NO. 27/2017 - General studies Paper-1",https://www.jpsc.gov.in/sam_question_paper.php?exam_name=34&subject=General studies Paper-1.pdf&submit=Click+Here+To+Download,/Users/vishal/Documents/New project/data/raw/pdfs/jpsc_src_08a3d427789ea8e1_civil-services-pt-examination-backlog-2017-advt-no-27-2017-general-studies-paper-1.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_82869162d6fab5a8,src_08a3d427789ea8e1,JPSC,Jharkhand,2017,Preliminary,General studies Paper-1,22,Green Revolution in India is not rane successful in the es अमर [8] Brahmaputra valley oe [A] व्यास घाटी [0] Kaveri valley [8] ब्रह्मपुत्र घाटी [0] Satlyj valley [0] काबेरी घाटी,,,,,"CIVIL SERVICES PT EXAMINATION (BACKLOG)-2017, ADVT. NO. 27/2017 - General studies Paper-1",https://www.jpsc.gov.in/sam_question_paper.php?exam_name=34&subject=General studies Paper-1.pdf&submit=Click+Here+To+Download,/Users/vishal/Documents/New project/data/raw/pdfs/jpsc_src_08a3d427789ea8e1_civil-services-pt-examination-backlog-2017-advt-no-27-2017-general-studies-paper-1.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_7cb0fee39d048c6c,src_08a3d427789ea8e1,JPSC,Jharkhand,2017,Preliminary,General studies Paper-1,23,"How much is the percentage share [0] सतलज घाटी of India’s population to the world ; population as per 2011 Census? 23. जनगणना 2011 के अनुसार, विश्व की जनसंख्या में [8] 17 3 a , : [0] 17-55 [0] 175 [0] 18 [0] 18 [8] Agricultural goods [8] कृषि उत्पाद [0] Fuel and mining [0] ईंधन एवं खदान [0] Pharmaceuticals [0] औषधियाँ — 5 (P.T.O. [A] Adis Ababa [8] फ्रैकफर्ट [8] Frankfurt [0] मैन्चेस्टर 1 [0] Manchester [0] मुंबई [0] Mumbai ae",Manufactured goods [A] विनिर्मित माल,,,,"CIVIL SERVICES PT EXAMINATION (BACKLOG)-2017, ADVT. NO. 27/2017 - General studies Paper-1",https://www.jpsc.gov.in/sam_question_paper.php?exam_name=34&subject=General studies Paper-1.pdf&submit=Click+Here+To+Download,/Users/vishal/Documents/New project/data/raw/pdfs/jpsc_src_08a3d427789ea8e1_civil-services-pt-examination-backlog-2017-advt-no-27-2017-general-studies-paper-1.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_0b67c640d50b7055,src_08a3d427789ea8e1,JPSC,Jharkhand,2017,Preliminary,General studies Paper-1,26,Who among the following has | 26. निम्नलिखित में किसने ‘Drafting समिति termed ‘Drafting Committee’ as — ~ ‘Drifting समिति' बोला था? ‘Drifting Committee’? [A] To गोपालस्वामी अयगर [8] Naziruddin Ahmad [0] एस० To मुखर्जी [0] S. N. Mukherjee [0] टी० टी० कृष्णमाचारी हु [0] T. T. Krishnamachari सिंगर ‘ at :,N. Gopalaswami Ayyangar [8] नजीरुद्दीन अहमद,,,,"CIVIL SERVICES PT EXAMINATION (BACKLOG)-2017, ADVT. NO. 27/2017 - General studies Paper-1",https://www.jpsc.gov.in/sam_question_paper.php?exam_name=34&subject=General studies Paper-1.pdf&submit=Click+Here+To+Download,/Users/vishal/Documents/New project/data/raw/pdfs/jpsc_src_08a3d427789ea8e1_civil-services-pt-examination-backlog-2017-advt-no-27-2017-general-studies-paper-1.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_a4477a731cf7a0d3,src_08a3d427789ea8e1,JPSC,Jharkhand,2017,Preliminary,General studies Paper-1,27,Advisory jurisdiction of ‘Supreme 27. सर्वोच्च aren ii Piet है? Court’ has been borrowed from the किस देश के संविधान या गया ह! Constitution of which country? [A] ब्रिटेन [8] France Se [0] कनाडा [0] Canada ae [0] साउथ अफ्रीका... [0] South Africa व sauce को,Britain [8] फ्रांस,,,,"CIVIL SERVICES PT EXAMINATION (BACKLOG)-2017, ADVT. NO. 27/2017 - General studies Paper-1",https://www.jpsc.gov.in/sam_question_paper.php?exam_name=34&subject=General studies Paper-1.pdf&submit=Click+Here+To+Download,/Users/vishal/Documents/New project/data/raw/pdfs/jpsc_src_08a3d427789ea8e1_civil-services-pt-examination-backlog-2017-advt-no-27-2017-general-studies-paper-1.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_8684bf6ae8db243a,src_08a3d427789ea8e1,JPSC,Jharkhand,2017,Preliminary,General studies Paper-1,28,Which of the following provisions of 48. ida al में मे व मिशन hails the Constitution can be amended by ससद a बहुमत द्वारा स qd a special majority of the Parliament and सकता है एवं इसमें राज्यों की सहमति की do not require consent of States? आवश्यकता नहीं है? [8] Any list in 7th Schedule [8] सातवीं अनुसूची की कोई भी सूची [0] Representation of States in [0] संसद में राज्यों का प्रतिनिधित्व Parliament ; [9] मौलिक अधिकार [0] Fundamental Rights Sikkim was granted full statehood? राज्य का दर्जा दिया गया? [A] 24th Constitutional Amendment [A] 24वाँ संविधान संशोधन [8] 25th Constitutional Amendment [8] 2541 संविधान संशोधन [0] 35th Constitutional Amendment [0] 35वाँ संविधान संशोधन [0] 36th Constitutional Amendment [0] 36वाँ संविधान संशोधन-,Election of President [A] राष्ट्रपति का निर्वाचन,,,,"CIVIL SERVICES PT EXAMINATION (BACKLOG)-2017, ADVT. NO. 27/2017 - General studies Paper-1",https://www.jpsc.gov.in/sam_question_paper.php?exam_name=34&subject=General studies Paper-1.pdf&submit=Click+Here+To+Download,/Users/vishal/Documents/New project/data/raw/pdfs/jpsc_src_08a3d427789ea8e1_civil-services-pt-examination-backlog-2017-advt-no-27-2017-general-studies-paper-1.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_85862356627ad8a7,src_08a3d427789ea8e1,JPSC,Jharkhand,2017,Preliminary,General studies Paper-1,30,Which of the following reports of 2nd Administrative Reform Commission 30. द्वितीय प्रशासनिक आयोग का कौन-सा रपट [8] 4th Report [8] चौथी रिपोर्ट [0] 7th Report [0] सातवीं रिपोर्ट [0] 9th Report [0] नौबीं रिपोर्ट 1-8 6 s 5 ituti ० + [A] Rajasthan [A] राजस्थान [0] Bihar ic} बिहार [0] Gujarat,2nd Report [A] दूसरी रिपोर्ट,Maharashtra [8] महाराष्ट्र,,,"CIVIL SERVICES PT EXAMINATION (BACKLOG)-2017, ADVT. NO. 27/2017 - General studies Paper-1",https://www.jpsc.gov.in/sam_question_paper.php?exam_name=34&subject=General studies Paper-1.pdf&submit=Click+Here+To+Download,/Users/vishal/Documents/New project/data/raw/pdfs/jpsc_src_08a3d427789ea8e1_civil-services-pt-examination-backlog-2017-advt-no-27-2017-general-studies-paper-1.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_d69d46cffcd4aa98,src_08a3d427789ea8e1,JPSC,Jharkhand,2017,Preliminary,General studies Paper-1,32,The concept of ‘Citizen Charter’ was first articulated and implemented 32. “नागरिक घोषणा” की अवधारणा को सबसे पहले [8] 1985 [8] 1985 [8] 1987 [8] 1987 [0] 1991 | [0] 1991 [0] 1994 [0] 1994,,,,,"CIVIL SERVICES PT EXAMINATION (BACKLOG)-2017, ADVT. NO. 27/2017 - General studies Paper-1",https://www.jpsc.gov.in/sam_question_paper.php?exam_name=34&subject=General studies Paper-1.pdf&submit=Click+Here+To+Download,/Users/vishal/Documents/New project/data/raw/pdfs/jpsc_src_08a3d427789ea8e1_civil-services-pt-examination-backlog-2017-advt-no-27-2017-general-studies-paper-1.pdf,extracted,ocr_recovered,prelim_candidate_selected,
